"COUNTRY","Country","SEX","Sex","AGE","Age","EMPSTAT","Employment status","TENURE","Job tenure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2008","2008","YR","Years","0","Units",,,1.12822747230529,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2009","2009","YR","Years","0","Units",,,1.13007128238677,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2010","2010","YR","Years","0","Units",,,1.13868486881256,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2011","2011","YR","Years","0","Units",,,1.07273948192596,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2012","2012","YR","Years","0","Units",,,1.08531010150909,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2013","2013","YR","Years","0","Units",,,1.0774495601654,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2014","2014","YR","Years","0","Units",,,1.08620035648345,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","DE","Dependent employment","TOTD","Total declared","A","Annual","2015","2015","YR","Years","0","Units",,,1.05331707000732,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2000","2000","YR","Years","0","Units",,,0.0416471138596534,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2001","2001","YR","Years","0","Units",,,0.0356670729815959,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2002","2002","YR","Years","0","Units",,,0.0252748858183622,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2003","2003","YR","Years","0","Units",,,0.0491823777556419,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2004","2004","YR","Years","0","Units",,,0.0333274528384208,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2005","2005","YR","Years","0","Units",,,0.0477026253938674,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2006","2006","YR","Years","0","Units",,,0.0442461296916008,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2007","2007","YR","Years","0","Units",,,0.0437471084296703,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2008","2008","YR","Years","0","Units",,,0.0444538965821266,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2009","2009","YR","Years","0","Units",,,0.0460520610213279,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2010","2010","YR","Years","0","Units",,,0.0447645001113414,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2011","2011","YR","Years","0","Units",,,0.0458172895014286,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2012","2012","YR","Years","0","Units",,,0.0423281975090503,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2013","2013","YR","Years","0","Units",,,0.040190327912569,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2014","2014","YR","Years","0","Units",,,0.0450672954320907,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MONTH","<1 month","A","Annual","2015","2015","YR","Years","0","Units",,,0.0431617982685565,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2000","2000","YR","Years","0","Units",,,0.277332127094268,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2001","2001","YR","Years","0","Units",,,0.28624615073204,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2002","2002","YR","Years","0","Units",,,0.288347452878952,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2003","2003","YR","Years","0","Units",,,0.281731158494949,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.335759997367858,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.283082783222198,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.278845340013504,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.271520376205444,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.285080641508102,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2009","2009","YR","Years","0","Units",,,0.28106015920639,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2010","2010","YR","Years","0","Units",,,0.285159260034561,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2011","2011","YR","Years","0","Units",,,0.278019100427627,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2012","2012","YR","Years","0","Units",,,0.284774273633956,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2013","2013","YR","Years","0","Units",,,0.283302307128906,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2014","2014","YR","Years","0","Units",,,0.285041779279708,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1MTO6M","1 to <6 months","A","Annual","2015","2015","YR","Years","0","Units",,,0.283976078033447,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2000","2000","YR","Years","0","Units",,,0.698512256145477,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2001","2001","YR","Years","0","Units",,,0.629969656467437,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2002","2002","YR","Years","0","Units",,,0.629282355308532,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2003","2003","YR","Years","0","Units",,,0.698988258838653,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.569034695625305,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.685092687606811,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.695376217365264,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.686317980289459,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.695502340793609,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2009","2009","YR","Years","0","Units",,,0.701506257057189,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2010","2010","YR","Years","0","Units",,,0.699191987514495,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2011","2011","YR","Years","0","Units",,,0.690874099731445,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2012","2012","YR","Years","0","Units",,,0.690305769443511,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2013","2013","YR","Years","0","Units",,,0.699805319309234,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2014","2014","YR","Years","0","Units",,,0.698136746883392,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","6MTO12M","6 to <12 months","A","Annual","2015","2015","YR","Years","0","Units",,,0.697640538215637,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2000","2000","YR","Years","0","Units",,,1.65083348751068,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2001","2001","YR","Years","0","Units",,,1.59130764007568,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2002","2002","YR","Years","0","Units",,,1.59369325637817,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2003","2003","YR","Years","0","Units",,,1.66131746768951,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2004","2004","YR","Years","0","Units",,,1.53846275806427,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2005","2005","YR","Years","0","Units",,,1.58066356182098,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2006","2006","YR","Years","0","Units",,,1.57616198062896,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2007","2007","YR","Years","0","Units",,,1.55822944641113,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2008","2008","YR","Years","0","Units",,,1.58308410644531,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2009","2009","YR","Years","0","Units",,,1.57240319252014,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2010","2010","YR","Years","0","Units",,,1.59030258655548,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2011","2011","YR","Years","0","Units",,,1.56314241886138,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2012","2012","YR","Years","0","Units",,,1.58632612228393,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2013","2013","YR","Years","0","Units",,,1.56548142433166,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2014","2014","YR","Years","0","Units",,,1.56672847270965,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","1YTO3Y","1 to <3 years","A","Annual","2015","2015","YR","Years","0","Units",,,1.56271970272064,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2000","2000","YR","Years","0","Units",,,3.15987157821655,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2001","2001","YR","Years","0","Units",,,3.16799569129943,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2002","2002","YR","Years","0","Units",,,3.14244484901428,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2003","2003","YR","Years","0","Units",,,3.12705945968627,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2004","2004","YR","Years","0","Units",,,3.1427776813507,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2005","2005","YR","Years","0","Units",,,3.15531754493713,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2006","2006","YR","Years","0","Units",,,3.16785097122192,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2007","2007","YR","Years","0","Units",,,3.1610722541809,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2008","2008","YR","Years","0","Units",,,3.16350650787353,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2009","2009","YR","Years","0","Units",,,3.14134216308593,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2010","2010","YR","Years","0","Units",,,3.13086938858032,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2011","2011","YR","Years","0","Units",,,3.18410396575927,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2012","2012","YR","Years","0","Units",,,3.15759444236755,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2013","2013","YR","Years","0","Units",,,3.18640303611755,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2014","2014","YR","Years","0","Units",,,3.15397119522094,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","3YTO5Y","3 to <5 years","A","Annual","2015","2015","YR","Years","0","Units",,,3.15983366966247,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2000","2000","YR","Years","0","Units",,,5,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2001","2001","YR","Years","0","Units",,,5.23892593383789,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2002","2002","YR","Years","0","Units",,,5.0604395866394,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2003","2003","YR","Years","0","Units",,,5.22825956344604,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2004","2004","YR","Years","0","Units",,,5.36356973648071,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2005","2005","YR","Years","0","Units",,,5.15929079055786,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2006","2006","YR","Years","0","Units",,,5.21505641937255,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2007","2007","YR","Years","0","Units",,,5.40506935119628,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2008","2008","YR","Years","0","Units",,,5.27368354797363,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2009","2009","YR","Years","0","Units",,,5.15214967727661,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2010","2010","YR","Years","0","Units",,,5.37007761001586,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2011","2011","YR","Years","0","Units",,,5.45025205612182,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2012","2012","YR","Years","0","Units",,,5.19847631454467,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2013","2013","YR","Years","0","Units",,,5.37417125701904,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2014","2014","YR","Years","0","Units",,,5.36495780944824,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","5YTO10Y","5 to <10 years","A","Annual","2015","2015","YR","Years","0","Units",,,5.10262393951416,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2000","2000","YR","Years","0","Units",,,1.32570528984069,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2001","2001","YR","Years","0","Units",,,1.28621709346771,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2002","2002","YR","Years","0","Units",,,1.35171389579772,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2003","2003","YR","Years","0","Units",,,1.38294053077697,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2004","2004","YR","Years","0","Units",,,1.38858795166015,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2005","2005","YR","Years","0","Units",,,1.19062888622283,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2006","2006","YR","Years","0","Units",,,1.18918991088867,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2007","2007","YR","Years","0","Units",,,1.11771404743194,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2008","2008","YR","Years","0","Units",,,1.1342339515686,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2009","2009","YR","Years","0","Units",,,1.13372635841369,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2010","2010","YR","Years","0","Units",,,1.14380860328674,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2011","2011","YR","Years","0","Units",,,1.07988679409027,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2012","2012","YR","Years","0","Units",,,1.08837437629699,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2013","2013","YR","Years","0","Units",,,1.07851684093475,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2014","2014","YR","Years","0","Units",,,1.09034669399261,,
"DEU","Germany","WOMEN","Women","1519","15 to 19","TE","Total employment","TOTD","Total declared","A","Annual","2015","2015","YR","Years","0","Units",,,1.06015217304229,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2000","2000","YR","Years","0","Units",,,0.0455797649919986,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2001","2001","YR","Years","0","Units",,,0.0329756401479244,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2002","2002","YR","Years","0","Units",,,0.0306958574801683,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2003","2003","YR","Years","0","Units",,,0.052658524364233,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2004","2004","YR","Years","0","Units",,,0.0309100784361362,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2005","2005","YR","Years","0","Units",,,0.0457465313374996,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2006","2006","YR","Years","0","Units",,,0.0443526431918144,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2007","2007","YR","Years","0","Units",,,0.0424981750547885,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2008","2008","YR","Years","0","Units",,,0.0462339743971824,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2009","2009","YR","Years","0","Units",,,0.0466237813234329,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2010","2010","YR","Years","0","Units",,,0.0456236600875854,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2011","2011","YR","Years","0","Units",,,0.0467118322849273,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2012","2012","YR","Years","0","Units",,,0.0432947054505348,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2013","2013","YR","Years","0","Units",,,0.0423551686108112,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2014","2014","YR","Years","0","Units",,,0.044601485133171,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2015","2015","YR","Years","0","Units",,,0.0443538203835487,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2016","2016","YR","Years","0","Units",,,0.0457341559231281,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MONTH","<1 month","A","Annual","2017","2017","YR","Years","0","Units",,,0.0434372574090957,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2000","2000","YR","Years","0","Units",,,0.272388130426406,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2001","2001","YR","Years","0","Units",,,0.277578800916671,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2002","2002","YR","Years","0","Units",,,0.272782057523727,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2003","2003","YR","Years","0","Units",,,0.275101333856582,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.304572522640228,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.281310856342315,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.282862156629562,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.280209600925445,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.285321027040481,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2009","2009","YR","Years","0","Units",,,0.283214628696441,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2010","2010","YR","Years","0","Units",,,0.28231742978096,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2011","2011","YR","Years","0","Units",,,0.278609424829483,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2012","2012","YR","Years","0","Units",,,0.28123465180397,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2013","2013","YR","Years","0","Units",,,0.28417831659317,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2014","2014","YR","Years","0","Units",,,0.284203976392745,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2015","2015","YR","Years","0","Units",,,0.284225165843963,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2016","2016","YR","Years","0","Units",,,0.284497588872909,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","1MTO6M","1 to <6 months","A","Annual","2017","2017","YR","Years","0","Units",,,0.282330691814422,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2000","2000","YR","Years","0","Units",,,0.696909189224243,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2001","2001","YR","Years","0","Units",,,0.644246041774749,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2002","2002","YR","Years","0","Units",,,0.642820656299591,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2003","2003","YR","Years","0","Units",,,0.700631141662597,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2004","2004","YR","Years","0","Units",,,0.592460393905639,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2005","2005","YR","Years","0","Units",,,0.697093665599822,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2006","2006","YR","Years","0","Units",,,0.69638580083847,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2007","2007","YR","Years","0","Units",,,0.692807674407958,,
"DEU","Germany","MW","All persons","1524","15 to 24","DE","Dependent employment","6MTO12M","6 to <12 months","A","Annual","2008","2008","YR","Years","0","Units",,,0.698228001594543,,
